cell execution count,time (s)
6,7.446356
8,6.888087
10,6.850826
12,6.951712
14,6.963568
16,6.957369
18,6.886793
20,7.064472
22,7.202502
24,7.03347
26,6.941228
28,6.89394
30,6.897555
32,6.900999
34,7.01666
